text,label,source,length,word_count,url_count,has_shortened_url,digit_ratio,uppercase_ratio,has_currency,has_phone_number,exclamation_count,has_opt_out,has_call_to_action,has_discount_pattern,spam_keyword_count,has_sender_code,original_label
29 EKİM PAZAR GÜNÜ <PERSON> <PERSON> YÜZME HAVUZU VE SPOR TESİSİMİZ RESMİ TATİL NEDENİ İLE KAPALI OLACAKTIR. 29 EKİM CUMHURİYET BAYRAMIMIZ KUTLU OLSUN. B002,ham,personal,156.0,24.0,0.0,0.0,0.0448717948717948,0.7692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Ya ölüyo olsaydkm,ham,personal,17.0,3.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Meteorolojiye gore bugun ilcenizde kuvvetli saganak ve ruzgar beklenmektedir.Sel,ulasimda aksamalar,hortum,cati ucmasina karsi dikkatli olunmalidir. B001",ham,personal,153.0,15.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Softtechin Platin Sponsor olduğu; Koç Üniversitesi Softtech Yapay Öğrenme Kış Okuluna ücretsiz kayıt imkanı seni bekliyor! https://shorturl.at/hAU68 MERSIS:215053670900001 EFECEL IPTAL LHXLY yaz 4609a gönder B302,spam,personal,212.0,25.0,1.0,1.0,0.1132075471698113,0.1650943396226415,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,spam
İşin barsa sonra görüşek,ham,personal,24.0,4.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
YARIN SAAT 12 DE AÇILIYORUZ MERiNOS 6m YÜNLÜ 999 4m YÜNLÜ 699 KESME 149 05421534548 Osmangazi Cd No26 KEÇiÖREN SMS iptal <PERSON> HLEV yaz 4607e gönder B013,spam,personal,156.0,27.0,0.0,0.0,0.2115384615384615,0.4230769230769231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,spam
Sil Supur Kampanyasindan kazandiginiz her yone gecerli Gunluk 250 Dakika konusma paketi mobil hattiniza tanimlanmistir. Hediyenizi 12/10/2023 saat 21:47'a kadar kullanabilirsiniz. B001,ham,personal,184.0,22.0,0.0,0.0,0.0978260869565217,0.0380434782608695,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,ham
"DEĞERLİ <PERSON>, <PERSON> <PERSON> YÜZME HAVUZU VE SPOR TESİSLERİ ÇOCUK KURS KAYITLARIMIZ 2 KASIM İTİBARİYLE BAŞLAYACAKTIR. B002",ham,personal,129.0,17.0,0.0,0.0,0.0310077519379844,0.7829457364341085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Önemli hatırlatma: Yurtiçi Kargo, hiçbir zaman siz değerli müşterilerinden SMS veya Mail aracılığı ile kişisel bilgilerini paylaşmasını ya da kredi kartı ile ödeme yapmasını talep etmez. Dolandırıcıların başvurduğu kötü niyetli girişimler konusunda dikkatli olmanızı rica eder, sağlıklı günler dileriz. B002",ham,personal,307.0,40.0,0.0,0.0,0.009771986970684,0.0293159609120521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Nerden geliosun maan,ham,personal,20.0,3.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Muabbet etcektim ka,ham,personal,19.0,3.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Bak yeni girdim eve,ham,personal,19.0,4.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Hoppers Chicken Burger siparişiniz, bölgenizdeki yoğunluk nedeniyle gecikecek. Sizi daha fazla bekletmemek <PERSON> siparişinizi üzülerek iptal ettik. Bir süre sonra tekrar deneyerek yeni bir sipariş oluşturabilirsiniz. B043",ham,personal,224.0,27.0,0.0,0.0,0.0133928571428571,0.0535714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
2782884494608 barkodlu gonderinizi 2594 kodu ile temassiz teslim alabilirsiniz. Kodunuzu PTT gorevlisi disinda kimseyle paylasmayiniz. Size adresinizde ulasilamazsa dagiticimiz 08506660312 nolu telefondan iletisime gececektir. PTT A.S. B001,ham,personal,240.0,27.0,0.0,0.0,0.1291666666666666,0.0458333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
Tarafiniza iletilen 215257 dogrulama koduyla MultiPay mobil uygulamasina giris yapabilirsiniz. Gelen sifreyi hicbir sekilde 3. kisilerle paylasmayiniz. B001,ham,personal,156.0,18.0,0.0,0.0,0.0641025641025641,0.032051282051282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
Bayılmıştım aga sory,ham,personal,20.0,3.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Binadan binayaa gittim arada,ham,personal,28.0,4.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Merhaba <PERSON>, TH175463 numarali urununuzun servis islemleri tamamlanmistir. ANKARA ANKAMALL EXTRA magazamizdan 7 gun icinde urununuzu teslim almanizi rica ederiz. Servis surecinizin takibi icin:https://www.teknosa.com/hesabim/servisteki-urunlerim Mersis:0836014439300012 B001",ham,personal,279.0,26.0,1.0,0.0,0.0931899641577061,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"3544 teslim kodlu gönderiniz dağıtıma çıkmıştır. Takip no 127615277976, Gönderici TRENDYOL, sipariş no 7280010848893125 Detay: http://mn.tc/@B7VSHJ B016",ham,personal,152.0,17.0,1.0,0.0,0.2368421052631578,0.1118421052631579,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
"53461 dogrulama kodunuz ile 58,00TL lik, <CARD> ile biten kartla yapilan alisverisinizi tamamlayabilirsiniz. Siparis sizin degilse 02123310200 i arayiniz. B002",ham,personal,159.0,20.0,0.0,0.0,0.1446540880503144,0.050314465408805,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
Yok görmem lazım se,ham,personal,19.0,4.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Degerli Musterimiz, CK Bogazici Elektrik Ailesine hosgeldiniz! Tum islemlerinizi 0631751167 elektrik hesap numaranizi kullanarak mobil uygulamamiz, .ckbogazici.com.tr ,4446255 nolu cagri merkezimiz ve size en yakin hizmet merkezlerimiz araciligiyla gerceklestirebilirsiniz. MERSIS:0179061753700017 B016",ham,personal,302.0,31.0,0.0,0.0,0.119205298013245,0.0496688741721854,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,ham
"https://amazon.com.tr/a/c/r/coqVmTAgqyJhjG83WRgGI4HJy Amazon: 34, TR hesabından Giriş yap. Yanıt vermek <PERSON> bağlantıya dokunun. B043",ham,personal,137.0,13.0,1.0,0.0,0.0583941605839416,0.1678832116788321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Sıkıntı yok babe,ham,personal,16.0,3.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"S23QBDKCD PNR numaralı biletiniz <PERSON> 240,00 TL değerinde ve 08/04/2024 23:59:59 son kullanma tarihli A230733D9 numaralı açık bilet kuponu üretilmiştir. B002",ham,personal,161.0,21.0,0.0,0.0,0.1925465838509316,0.1304347826086956,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
Eve geçicem birazdan,ham,personal,20.0,3.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Degerli musterimiz, Sil Supur GunlukSosyalMedya2GB paketiniz mobil hattiniza tanimlanmistir. Paket kapsamindaki haklarinizi 08/10/2023'a kadar kullanabilirsiniz. B001",ham,personal,166.0,16.0,0.0,0.0,0.072289156626506,0.0602409638554216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"<PERSON> <PERSON>, 2023 - 2024 Eğitim-Öğretim yılında da ""Genç Üniversiteli"" eğitim desteğimiz devam etmektedir. -Başvurular yalnızca İstanbul <PERSON> uygulaması üzerinden gerçekleştirilebilmektedir. -Son başvuru tarihi: 20 Ekim 2023 m.istanbulsenin.istanbul/sod Tüm öğrencilere başarılar dileriz. B003",ham,personal,303.0,33.0,0.0,0.0,0.0561056105610561,0.0924092409240924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Gönderiniz teslim edildi. Takip no 127615277976, Gönderici TRENDYOL, sipariş no 7280010848893125. Hizmetimizi değerlendirmek <PERSON> http://mn.tc/@B82LTK B016",ham,personal,159.0,16.0,1.0,0.0,0.2075471698113207,0.1446540880503144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Kendine böyle mi yalan söylüyorsun,ham,personal,34.0,5.0,0.0,0.0,0.0,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
SEHRIMIZIN KANAAT ONDERLERINDEN HACI RIZA ERTAS VEFAT ETMISTIR. ODAMIZ YONETIM KURULU BASKAN YARDIMCISI <PERSON> DEGER'IN KAYINPEDERI OLAN MERHUM HACI RIZA ERTAS'IN CENAZESI BUGUN OGLEN NAMAZINA MUTEAKIP SABANIYE HACI OMER CAMIINDEN KALDIRILARAK SABANIYE MEZARLIGINA DEFNEDILECEKTIR. TAZIYE YERI: ZUBEYDE HANIM CADDESI HACI SAKIR DEGER SOKAK CIRAGAN SARAYINDADIR. IRTIBAT: <PERSON> DEGER 0532 321 75 03 B018,ham,personal,407.0,53.0,0.0,0.0,0.0343980343980344,0.8108108108108109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Cevap vermedin o yüzden yazmayıp trip yaptım yazarsan gelcek aslında,ham,personal,68.0,10.0,0.0,0.0,0.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Kadıköyde oturuyorum gelcem,ham,personal,27.0,3.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Turknet hizmetleri ile ilgili isleminizde kullanacaginiz tek kullanimlik sifreniz : 755231 B001,ham,personal,95.0,12.0,0.0,0.0,0.0947368421052631,0.0210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
2304906651 nolu siparise ait Kullanim Kodu: 9CBMN-C4JP3-7RXM3-DYHF6-Y98XMÇwhatsapp numaramiz: 05412560261 Detayli bilgiye<PHONE> numarasindan ulasabilirsiniz. Kullanim bilgisi icin https://www.trendyol.com/x/x-p-750379092 'e tiklayabilirsiniz. B002,ham,personal,248.0,20.0,1.0,0.0,0.1653225806451612,0.1129032258064516,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,ham
Gece boyu parktan müzik keyfi,ham,personal,29.0,5.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Degerli musterimiz, 09.10.2023 tarihinde 23:59'da kesilen fatura tutari 166,75 TL, son odeme tarihi 25.10.2023. Bir sonraki faturaniz 09.11.2023 tarihinde kesilecektir. Faturalarinizi mobil hattinizdan 9333'u UCRETSIZ arayarak veya Turktelekom.com.tr online islemlerden kredi kartinizla odeyebilirsiniz. Odeme yaptiysaniz bu mesaji dikkate almayiniz. B001",ham,personal,355.0,40.0,0.0,0.0,0.1126760563380281,0.0450704225352112,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
"Merhaba <PERSON>, TH175463 numarali urununuzun servis islemleri devam etmektedir Servis surecinizin takibi icin:https://www.teknosa.com/hesabim/servisteki-urunlerim Mersis:0836014439300012 B001",ham,personal,193.0,15.0,1.0,0.0,0.1295336787564766,0.0621761658031088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Anahtarı almaya gidiyorm,ham,personal,24.0,3.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Benim yarrağımı yala,ham,personal,20.0,3.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Sayin abonemiz, 06/10/2023 tarihinde adiniza sozlesmeniz yapilmis ve 06/10/2023 tarihinde sayaciniz kullanima acilmistir.Vananizi kontrol ederek suyunuzu kullanabilirsiniz. B003",ham,personal,177.0,18.0,0.0,0.0,0.1073446327683615,0.0169491525423728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Degerli Musterimiz, 9533694000 hizmet numarali aboneliginize ait yukumluluklerinizi yerine getirmeniz uzerine 2023-10-03-14.05.03 tarihinde enerjiniz verilmeye baslanmistir. Saglikli gunler dileriz. www.bedas.com.tr MERSIS:0833003086600018 B016",ham,personal,244.0,22.0,1.0,0.0,0.1762295081967213,0.040983606557377,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
BilgeAdam Boost ile 6 ay uygulama temelli egitim ve 2 ay staj ile yazilim kariyerine basla: ythl.co/BilgeAdam23 MRS:0781056206100017 SMS ipt: ythl.co/ipt B013,spam,personal,158.0,22.0,0.0,0.0,0.1455696202531645,0.0759493670886076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,spam
Doğolgaz <PERSON> arıyorum,ham,personal,26.0,3.0,0.0,0.0,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Olm mikrofona yazdırdım anladı skdkdlfkkf,ham,personal,41.0,5.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Ya o saatte biri şarkı dinliyordu ama sanki dibinden geliyordu senden sandım,ham,personal,76.0,12.0,0.0,0.0,0.0,0.0131578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
MEB Online Egitim 8GB Paketinizin tanimlanmasi icin mobil hattinizda en az 0 TL olmalidir. 29 gun icinde hattinizda yeterli TL bulundugunda paketiniz otomatik olarak tanimlanacaktir. Hemen lira yuklemek icin: https://www.turktelekom.com.tr/m/mobil/lira-yukle B001,ham,personal,263.0,31.0,1.0,0.0,0.026615969581749,0.053231939163498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Ders çalışmam lazm yarın quiz var,ham,personal,33.0,6.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Kimden çalıyon defteri lan bana da ar,ham,personal,37.0,7.0,0.0,0.0,0.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Merhaba <PERSON>, TurkNet ailesine hos geldiniz. Aktivasyon islemlerinize basladik. Guvenliginiz icin onlu arkali kimliginizin resmini Online Islemlerden yuklemelisiniz. B016",spam,personal,174.0,19.0,0.0,0.0,0.0172413793103448,0.0804597701149425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,spam
"Sil Supur Kampanyasindan kazandiginiz Twitter, Instagram, Facebook ve Youtube'da gecerli Gunluk Sosyal Medya 2GB paketi hattiniza tanimlanmistir. B001",ham,personal,150.0,18.0,0.0,0.0,0.0266666666666666,0.0866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,ham
Daha burdayım çıkınca haber ed,ham,personal,30.0,5.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
ELYT'deki isleminize ait dogrulama kodunuz: 228748 B043,ham,personal,55.0,7.0,0.0,0.0,0.1636363636363636,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
Bi babamı karşılamaya gidip yazcaam sana,ham,personal,40.0,6.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"DEĞERLİ <PERSON>, TESİSİMİZ ZAFER BAYRAMI RESMİ TATİLİ NEDENİYLE 30 AĞUSTOS ÇARŞAMBA GÜNÜ KAPALI OLACAKTIR. YENİMAHALLE BELEDİYESİ <PERSON> <PERSON> YÜZME HAVUZU VE SPOR TESİSİ B002",ham,personal,181.0,24.0,0.0,0.0,0.0276243093922651,0.8011049723756906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"2002285329nolu tesisat icin 05.10.2023 gunu,saat 10:20-11:50 araliginda tesisat kontrolu icin gelinecektir. Evde bulunmanizi rica ederiz. Saygilarimizla B018",ham,personal,157.0,17.0,0.0,0.0,0.1847133757961783,0.019108280254777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Degerli musterimiz, hattinizda yeterli bakiye olmadigi icin devlete odenecek olan Eylul ayina ait 9.43TL Telsiz Kullanim Ucreti bakiyenizden tahsil edilememistir. TL yuklemek icin https://www.turktelekom.com.tr/m/mobil UCRETSIZ ziyaret edebilirsiniz. B001",ham,personal,255.0,28.0,1.0,0.0,0.0235294117647058,0.0705882352941176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
"Degerli musterimiz, Turk Telekomlular bu sene binlerce agac kurtardi. Siz de faturanizi e-posta ya da SMS olarak alarak cevrenin korunmasina katki saglayin. SMSFATURA ya da gecerli e-mail adresi yazip 3008’e kisa mesaj gondererek dogayi yesertebilirsiniz. TT Mobil tanitim iptali icin IPT yazip 7672'ye gonderebilirsiniz. B001",ham,personal,326.0,45.0,0.0,0.0,0.0337423312883435,0.0705521472392638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,ham
mangaldaym arıcam,ham,personal,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Merhaba, <PERSON>, TurkNete hos geldiniz. Abonelik islemlerinizde sonraki adima gecebilmek ve Online Islemler sayfamiza girebilmeniz icin abone olurken kullandiginiz e-posta adresinizi dogrulamaniz gerekiyor. B016",ham,personal,213.0,24.0,0.0,0.0,0.0140845070422535,0.0610328638497652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Merhaba, e-maillerimizin sana (<EMAIL>) sıklıkla ulaşmadığını fark ettik. Sana özel etkinlik ve iş fırsatlarından haberdar olmak icin neler yapabilirsin tıkla: https://bit.ly/3IGiEs5 (Eğer maillerimizi alıyorsan bu sms'i dikkate almayabilirsin.) MERSIS:215053670900001 EFECEL IPTAL LHXLY yaz 4609a gönder B302",spam,personal,309.0,36.0,1.0,1.0,0.0776699029126213,0.1100323624595469,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,spam
Sn <PERSON> Borsa Istanbul degerlendirme sureciniz baslatildi. Giris kodu: T8ETQV Erisim icin http://hrpeak.com/5pm6j B050,ham,personal,122.0,14.0,1.0,0.0,0.0491803278688524,0.1393442622950819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
Lan nie mesgulmaldkaşkdşakd,ham,personal,27.0,3.0,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Sen bakmayınca geldim uyuyormuşsun dndndn,ham,personal,41.0,5.0,0.0,0.0,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
oopsie dışarıdaydım,ham,personal,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Satış Bilgileri: 13.10.2023 14:55 İSTANBUL-ANKARA 5Vg/9b İstanbul(Söğütlüçeşme)-Eskişehir PNR No:S23QBDKCD (240.0 TL) İYİ YOLCULUKLAR TCDD TAŞIMACILIK A.Ş. B002,ham,personal,160.0,17.0,0.0,0.0,0.14375,0.40625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
stajım bitmrsine ragmen,ham,personal,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Sn <PERSON> 2002285329 nolu tüketim noktasına mesafeli abonelik sözleşmesi yaptınız. Randevu gün ve saatinde evde bulunulması gerekmektedir. Randevu sırasında kimlik belgenizi,mülk sahibiyseniz tapunuzu, kiracıysanız kira kontratınızı hazırlamayı unutmayınız. B003",ham,personal,264.0,29.0,0.0,0.0,0.0492424242424242,0.0378787878787878,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Ders sonrası versene ollm,ham,personal,25.0,4.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
rüyamda seni gördüm,ham,personal,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"S232CPK5A PNR numaralı biletiniz <PERSON> 370,00 TL değerinde ve 26/03/2024 23:59:59 son kullanma tarihli A2304BB15 numaralı açık bilet kuponu üretilmiştir. B002",ham,personal,161.0,21.0,0.0,0.0,0.1987577639751552,0.124223602484472,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
"EN TATLI BULUSMA BASLIYOR.. DONDURMA VE TATLI FUARI 21-24 EYLUL ARASI, ALTINPARK FUAR ALANINDA SIZLERI BEKLIYOR. DAVETLISINIZ. GIRISLER UCRETSIZDIR B354",spam,personal,152.0,20.0,0.0,0.0,0.0460526315789473,0.7894736842105263,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,spam
sıkıntı yok kanka senlik olmadığını biliyom da leşke daha önceden öğrenseydik,ham,personal,77.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Apple Kimliği Kodu: 792960. Paylaşmayın B353,ham,personal,44.0,6.0,0.0,0.0,0.2045454545454545,0.1136363636363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ham
Your Kaggle verification number is 829846. B356,ham,personal,47.0,7.0,0.0,0.0,0.1914893617021276,0.0638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Ucretsiz Can Bonomo Konseri 15 Ekim Pazar 20.30’da Ataturk Kultur Merkezi Turk Telekom Acik Hava Konser Alani’nda! Beyoglu Kultur Yolu Festivali’ne ozel hazirlanan “Muud” listesini hemen dinlemek icin tiklayin: http://muud.ly/bkyf23,spam,personal,232.0,30.0,1.0,0.0,0.0344827586206896,0.0862068965517241,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,spam
SN.UYEMIZ ; 15- 17 EYLUL TARIHLERI ARASINDA ODAMIZ TARAFINDAN ''VAN MUTFAK GURME FUARI'' DUZENLENECEKTIR.ACILIS; 15 EYLUL CUMA GUNU SAAT: 14:00 DA VAN EXPO FUAR VE KONGRE MERKEZINDE YAPILACAKTIR. KATILIMLARINIZI RICA EDERIZ. B018,ham,personal,229.0,32.0,0.0,0.0,0.056768558951965,0.7510917030567685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
SN.UYEMIZ ; ODAMIZ TARAFINDAN BU YIL ILKI DUZENLENEN VAN MUTFAK GURME FUARININ ACILISI BUGUN SAAT: 14:00 DA VAN EXPO FUAR VE KONGRE MERKEZINDE OLACAKTIR. KATILIMLARINIZI RICA EDERIZ. B018,ham,personal,187.0,28.0,0.0,0.0,0.0374331550802139,0.786096256684492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Paketmatik kapsaminda, 30 gun boyunca kullanabileceginiz 20GB paketi, 25,90 TL karsiliginda mobil hattiniza tanimlanmistir. Paketiniz otomatik olarak yenilenmeyecektir. B001",ham,personal,173.0,19.0,0.0,0.0,0.0635838150289017,0.0404624277456647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"ODAMIZ UYELERI ABDULLAH AYTURK'UN ANNESI, NECATI AYTURK'UN TEYZESI VEFAT ETMISTIR. TAZIYE YERI: TURKMENOGLU CAMII TAZIYE EVI. B018",ham,personal,130.0,17.0,0.0,0.0,0.023076923076923,0.8076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
SN.UYEMIZ ; 15- 17 EYLUL TARIHLERI ARASINDA ODAMIZ TARAFINDAN ''VAN MUTFAK GURME FUARI'' DUZENLENECEKTIR. ACILIS; 15 EYLUL CUMA GUNU (YARIN) SAAT: 14:00 DA VAN EXPO FUAR VE KONGRE MERKEZINDE YAPILACAKTIR. KATILIMLARINIZI RICA EDERIZ. B018,ham,personal,238.0,34.0,0.0,0.0,0.0546218487394958,0.7436974789915967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Degerli musterimiz, online islem merkezi icin tek kullanimlik sifreniz 262185. Sifrenizi kimseyle paylasmayiniz. B001",ham,personal,117.0,14.0,0.0,0.0,0.0769230769230769,0.0256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
"Sn.Abonemiz,DOGALGAZINIZ ACILMISTIR. Tesisatiniza IGDAS in bilgisi disinda mudahale ettirtmeyiniz. <PERSON> durumda 187 yi arayiniz. B018",ham,personal,137.0,15.0,0.0,0.0,0.0437956204379562,0.2700729927007299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
Machine Learning Challenge Kaggle Veri Etabı Başladı! Kaggle linki üzerinden yarışmaya dahil olabilirsin: https://www.kaggle.com/t/c3b93fafc6cd46568720d76ed3bcfcc2 MERSIS:215053670900001 EFECEL IPTAL LHXLY yaz 4609a gönder B302,ham,personal,227.0,22.0,1.0,0.0,0.1674008810572687,0.1365638766519823,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,ham
"GPAY ELEKTRONIK TICARET isyerinden 01.09.2023 14:32 tarihli 228,38TL harcamaniz icin sifre:282349 Referans:UIRMYIPT.Lutfen sifreyi kimseyle paylasmayin B001",ham,personal,156.0,16.0,0.0,0.0,0.1666666666666666,0.2179487179487179,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
knk valla ayzmadim dedteri amk ben senden calcam jatta,ham,personal,54.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
Olm ben staj raporu <PERSON> demiştim,ham,personal,37.0,6.0,0.0,0.0,0.0,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
10 dkye falan müsaitim,ham,personal,22.0,4.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ham
"Merhaba <PERSON>, Internete baglanmaniza son adim kaldi. Kurulum ekiplerimiz tahmini 48 saat icerisinde sizi arayip randevu alacak. Kurulum gunu adresinize gelip yaninda getirdigi modemi size teslim ederek internet baglantisini yapacaklar. Sizin su asamada bir islem yapmaniza gerek yok. Sizi surekli bilgilendirmeye devam edecegiz. B016",ham,personal,337.0,44.0,0.0,0.0,0.0148367952522255,0.0385756676557863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ham
