text,label,source,length,word_count,url_count,has_shortened_url,digit_ratio,uppercase_ratio,has_currency,has_phone_number,exclamation_count,has_opt_out,has_call_to_action,has_discount_pattern,spam_keyword_count,has_sender_code
"823006 dogrulama kodu,14.10.2024 18:46 tarihindeki telefon numarasiyla giris isleminiz icin gonderilmistir.Lutfen kimseyle paylasmayiniz.(Ref: G29FRI) B002",ham,personal,155.0,15.0,0.0,0.0,0.14838709677419354,0.04516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"IYZICO/AMAZON.COM.TR isyerinden 07.10.2024 15:19 tarihli 47289,00TL harcamaniz icin sifre:892076 Referans:RFYOHQGZ.Lutfen sifreyi kimseyle paylasmayin B001",ham,personal,155.0,14.0,0.0,0.0,0.18064516129032257,0.1935483870967742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Buna cevap wpden,ham,personal,16.0,3.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fatura odemelerinizde komisyon almiyoruz! Turk Telekom uygulamasindan guncel, gecmis donem faturalarinizi inceleyebilir, faturanizi komisyonsuz bir sekilde odeyebilirsiniz.Sil Supur hediyeleri ve pek cok avantajli teklif uygulamada sizi bekliyor! https://www.turktelekom.com.tr/m TT Mobil tanitim iptali icin IPT yazip 7672ye gonderebilirsiniz. B001",ham,personal,349.0,38.0,1.0,0.0,0.02005730659025788,0.034383954154727794,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
10dkya arıyorum toplantıdayım,ham,personal,29.0,3.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4 Haftalık, Online, E-Sertifikalı Coderspace Front-End Okulu Kayıtları Açıldı, HTML, CSS, Javascript Öğrenmek İstersen Hemen Kaydol! https://shorturl.at/mrswH CS TANITIM SMS Red: https://onay.li/DX47 B021",spam,personal,204.0,23.0,2.0,1.0,0.029411764705882353,0.19117647058823528,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Yillik Abonelik Kampanyasi taahhutunuzun baslangic, bitis donemini ve diger bilgileri http://trcll.im/WBUqH adresinden takip edebilirsiniz. B002",ham,personal,144.0,15.0,1.0,0.0,0.020833333333333332,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Alınacak renkli A4 ler lütfen fotokopi çekilecek kalitede olsun. İyi günler,ham,personal,75.0,11.0,0.0,0.0,0.013333333333333334,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Watch Abonelik islemleriniz basari ile tamamlanmistir. B002,ham,personal,59.0,7.0,0.0,0.0,0.05084745762711865,0.05084745762711865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cık gel lancdayiz,ham,personal,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tebrikler, yuksek hizda interneti ve zengin icerikleri doyasiya deneyimleyebileceginiz Ilk Turkcellim 25 GB paketi hattiniza tanimlandi. Paketiniz 20GB internet, Twitter, Facebook, Instagram, Youtube ve Tiktok'ta gecerli 5GB sosyal medya yonune internet, her yone 1000 dk konusma, Whatsapp ve BiP'te gecerli sinirsiz mesajlasma ve her yone 1000 SMS icermektedir. Detaylar icin https://dijital.li/wkhjW B002",ham,personal,406.0,52.0,1.0,1.0,0.03940886699507389,0.059113300492610835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bu evdeki kasaya bakmaya devam etmek ister misin gelince yoksa ben devam edim mii,ham,personal,81.0,14.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yaz bitiyor, okullar aciliyor, evlerde limitsiz internet keyfi Turk Telekom hiziyla katlaniyor. Sadece online basvuru ile yeni gelenlere ozel, 15 ay sozunuze, ilk 3 ay 270 TL'den baslayan fiyatlarla Efsane Fiber Kampanyasini hemen inceleyin, yuksek hizlarda gecerli 500 TL Hepsiburada hediye ceki firsatindan yararlanin. turktelekom.ly/efsanefiber TTNET tanitim iptali icin TUM IPTAL yazip 6606'ya gonderebilirsiniz. B001",spam,personal,421.0,55.0,0.0,0.0,0.03800475059382423,0.06175771971496437,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
Afet ve <PERSON> durumlarda gonderilen uyari mesajlarini almak icin cihazinizin 112.kanalini kullanim kilavuzunda belirtildigi gibi aktif etmeniz gerekmektedir. B002,ham,personal,165.0,19.0,0.0,0.0,0.03636363636363636,0.048484848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
oe dedıgım herseye hayır demesen hepsı yasancak zaten,ham,personal,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Satış Bilgileri: 21.09.2024 15:10 ANKARA-İSTANBUL 5Vg/8c Ankara Gar-İstanbul(Söğütlüçeşme) PNR No:S24A4NYPL (460.0 TL) İYİ YOLCULUKLAR TCDD TAŞIMACILIK A.Ş. B002,ham,personal,161.0,18.0,0.0,0.0,0.14906832298136646,0.40372670807453415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
He yemek yapmamak <PERSON> yemekhanlicektim ama geliyom o zaman,ham,personal,63.0,9.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Degerli musterimiz, 09/09/2024 tarihinde 23:59da kesilen fatura tutari 271.75 TL, son odeme tarihi 25/09/2024 dir. Faturaniza https://turktelekom.ly/MjhjMGMwNDc linkini tiklayarak ulasabilirsiniz. B001",ham,personal,201.0,21.0,1.0,0.0,0.13930348258706468,0.05472636815920398,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Annem yemek işini nasıl yapalım,ham,personal,31.0,5.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tüm indirimlere ek NET %10 İNDİRİM! DeFacto Gift Club üyeliğini tamamla ve ilk alışverişine özel fırsatı kaçırma! Üstelik her alışverişinde Gift Puan kazan, kazandığın Gift Puanlarını dilediğince harca! Üyeliğini tamamlamak <PERSON> tıkla: https://dfurl.com/4Xb36v SMS iptali <PERSON> DF RET yaz 7889'a gönder. M: 650003471600013 B018",spam,personal,334.0,44.0,1.0,0.0,0.08083832335329341,0.1317365269461078,0.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0
Gerçekten gidio adam gral aq,ham,personal,28.0,5.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Akan Abdula, Arzu Kaprol, Beyhan Budak, Kaan Kural, Ruhi Çenet ve daha birçok seçkin konuşmacının ilham dolu hikayelerini dinlemek ve 23 serüvenine ilk adımı atmak <PERSON> hemen başvur! https://shorturl.at/niCQu CS TANITIM SMS Red: https://onay.li/DX47 B021",spam,personal,258.0,35.0,2.0,1.0,0.027131782945736434,0.13178294573643412,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Evde ne yicez abb,ham,personal,17.0,4.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Knk odana girebilr miyim,ham,personal,24.0,4.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SIFRENIZI PAYLASMAYINIZ. 3D SECURE SIFRENIZ 032776 ILE 101,88 TRY, ALAZ FINANSAL TEKNO ALISVERISINIZE DEVAM EDEBILIRSINIZ. B001",ham,personal,127.0,16.0,0.0,0.0,0.11811023622047244,0.7322834645669292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Degerli musterimiz, <CARD> ile biten kartiniz talebiniz uzerine 9034600 nolu hesabiniza tanimlanmistir.Garanti BBVA Musteri Iletisim Merkezi / 444 0 333 B001",ham,personal,157.0,21.0,0.0,0.0,0.10828025477707007,0.08917197452229299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gamesatis Oyuncu Pazarinda Numaranizi kullanarak DOLANDIRICILIK yapilmasini istemiyorsaniz gelen kodu lutfen kimse ile PAYLASMAYIN! B021,ham,personal,136.0,15.0,0.0,0.0,0.022058823529411766,0.22058823529411764,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
10.09.2024 00:00'a kadar gecerli Yurtici Heryone SMS hakkinizdan 994 adet SMS hakkiniz kaldi. Son 2 saat harictir. B001,ham,personal,119.0,18.0,0.0,0.0,0.15966386554621848,0.08403361344537816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Kamil Koc Otobus Biletiniz:Ankara (Asti) Otogari-Bursa Otogari Sefer Tarihi:16.08.2024 18:00 Koltuk: 31, 32 PNR: 3186513370, 3186513370 obilet B002",ham,personal,147.0,18.0,0.0,0.0,0.2653061224489796,0.10884353741496598,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"SIFRENIZI PAYLASMAYINIZ. 3D SECURE SIFRENIZ 634815 ILE 55,00 TRY, N KOLAY ODEME KURULUSU A.S. ALISVERISINIZE DEVAM EDEBILIRSINIZ. B001",ham,personal,134.0,18.0,0.0,0.0,0.1044776119402985,0.7238805970149254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Degerli musterimiz, 4724 ile biten PARACARD BONUS TRINK urununuz 06.08.2024 tarihinde TESLIM EDILEN KISI:<PERSON> isimli kisiye teslim edilmistir. B001",ham,personal,151.0,19.0,0.0,0.0,0.09933774834437085,0.2781456953642384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sıcak su torbası, kapı askısı fincan askısı ütü masası ,teltopu, sütyen topu diş fırçalığı kilit kapı yapı Anahtar Kopyalama kaşıklık",ham,personal,133.0,20.0,0.0,0.0,0.0,0.022556390977443608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sayın Adayımız, Ulusal Staj Programı kapsamında yeni bir teklif aldınız! Detaylar <PERSON>; : https://kariyerkapisi.cbiko.gov.tr B002",ham,personal,133.0,15.0,1.0,0.0,0.022556390977443608,0.09774436090225563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Arkadaşlar bizim <PERSON> çoook kıymetli :) Şimdi arkadaşını TurkNet'le tanıştır, ikinizin de 1'er aylık internet bedeli 6 ay boyunca faturalarınıza indirim olarak yansısın! Üstelik arkadaşının taahhüdü varsa hiç sorun değil, çünkü cayma bedelini de biz üstleniyoruz: GigaFiber <PERSON> 2.500 TL, diğer altyapılar <PERSON> ise 600 TL'ye kadar cayma bedeli bizden! Detaylar ve davet kodun burada: https://tnn.li/WVIHx B016",ham,personal,421.0,57.0,1.0,1.0,0.028503562945368172,0.0831353919239905,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
"SIFRENIZI PAYLASMAYINIZ. 3D SECURE SIFRENIZ 108498 ILE 153,00 TRY, AYPARA ODEME/BELBIM ALISVERISINIZE DEVAM EDEBILIRSINIZ. B001",ham,personal,127.0,15.0,0.0,0.0,0.11811023622047244,0.7322834645669292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cok yorgunluk tarihin farkinda olmama vs,ham,personal,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kariyerine ilk adımı ASELSAN'da atmak <PERSON> a Yetenek Programı'na hemen başvur! https://shorturl.at/tgSzQ CODERSPACE SMS Red: https://onay.li/DX47 B021,spam,personal,154.0,17.0,2.0,1.0,0.032467532467532464,0.22727272727272727,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
BILET BILGILERINIZ :REF: 85285872 ETKINLIK: 27 Temmuz | Yerebatan Sarnici | The Basilica Cistern TARIH: 27/07/2024 09:00 MEKAN: Yerebatan Sarnici | The Basilica Cistern TRIBUN: - BLOK: Indirimli SIRA: - KOLTUK: - KAPI: Ogrenci - Ogretmen Biletinizi https://ticketingweb.passo.com.tr/p/_V4dqYgiU02ZuAWazg52Wg adresinden indirebilirsiniz. Mersis Nr.: 0225013653700015 Hizmet saglayici: CODEC B002,ham,personal,394.0,47.0,1.0,0.0,0.116751269035533,0.23604060913705585,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Degerli musterimiz adiniza ucretsiz Paracard olusturulmustur. En kisa surede size ulastirilacaktir. Kartinizi iyi gunlerde kullanmanizi dileriz. paracardbonus.c B002,ham,personal,165.0,18.0,0.0,0.0,0.01818181818181818,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
"SIFRENIZI PAYLASMAYINIZ. 3D SECURE SIFRENIZ 967073 ILE 1127,05 TRY, PAYTR ODEME/ITEMSATIS ALISVERISINIZE DEVAM EDEBILIRSINIZ. B001",ham,personal,130.0,15.0,0.0,0.0,0.12307692307692308,0.7307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Erkenden al, daha az öde! Seçili kışlık ürünlerden yapacağın alışverişte sepette %30'a varan indirim bu linkte seni bekliyor! Hemen tıkla, kışa hazırlıklı gir! https://dfurl.com/3w0eDz SMS iptali <PERSON> DF RET yaz 7889'a gönder. M: 650003471600013 B018",spam,personal,254.0,35.0,1.0,0.0,0.10236220472440945,0.07874015748031496,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
"SAYIN <PERSON>, YENI EV ADRESINIZ TALEBINIZ UZERINE BANKAMIZ SISTEMINE KAYDEDILMISTIR. GARANTI BBVA B001",ham,personal,104.0,13.0,0.0,0.0,0.028846153846153848,0.8173076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
<CARD> ile biten kartiniz telefon/posta ile alisverise acilmistir. Tercihinizi MOTO ve kartin son 6 hanesini yazip 3340'a gondererek degistirebilirsiniz. B001,ham,personal,158.0,20.0,0.0,0.0,0.05063291139240506,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"S24SB3EUS PNR numaralı biletiniz <PERSON> 460,00 TL değerinde ve 29/11/2024 23:59:59 son kullanma tarihli A24BE7BC5 numaralı açık bilet kuponu üretilmiştir. B002",ham,personal,161.0,21.0,0.0,0.0,0.18012422360248448,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BELKİ AÇARSA AÇINCA SANA ANINDA DOĞUM GÜNÜ ŞARKISI SÖYLEMEK <PERSON> ARADIM,ham,personal,75.0,11.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"%10 İNDİRİM seni bekliyor! DeFacto Gift Club üyeliğini tamamla, ilk alışverişine özel tüm indirimlere ek anında %10 indiriminden yararlan! Üstelik her alışverişin %3'ü değerinde Gift Puan kazan, kazandığın Gift Puanlarını dilediğince harca! Üyeliğini tamamlamak <PERSON> tıkla: https://dfurl.com/oVEy4l SMS iptali <PERSON> DF RET yaz 7889'a gönder. M: 650003471600013 B018",spam,personal,372.0,48.0,1.0,0.0,0.07526881720430108,0.11021505376344086,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0
Noldu neden kötü geçti günün,ham,personal,28.0,5.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"481-6623526 hesaptan <PERSON> adina 25.000,00 TL'lik transfer gerceklesti. Bilgi almak icin 444 0 333'u arayin. B001",ham,personal,116.0,16.0,0.0,0.0,0.23275862068965517,0.08620689655172414,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
artik kirici oluyon,ham,personal,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SIFRENIZI PAYLASMAYINIZ. 3D SECURE SIFRENIZ 016156 ILE 460,00 TRY, TCDD TASIMACILIK ALISVERISINIZE DEVAM EDEBILIRSINIZ. B001",ham,personal,124.0,15.0,0.0,0.0,0.12096774193548387,0.7338709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(SON GÜNLER!) Kaydını tamamlamak ve online & sertifikalı yaz okulunda yerini almak <PERSON> zaman daralıyor! Trendyol, Vodafone, İş Bankası ve pek çok şirketin katılımıyla gerçekleşecek oturumlar + 60 saatlik eğitim ile Veri Bilimi ve Yapay Zeka Yaz Okulu çok yakında başlıyor! https://shorturl.at/g7HzJ CS TANITIM SMS Red: https://onay.li/DX47 B021 B021",spam,personal,354.0,49.0,2.0,1.0,0.031073446327683617,0.1271186440677966,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
Sayın <PERSON> 21/08/2024 tarihinde ANKARA ŞEHİR HASTANESİ'nde yazılan reçete numaranız: <PRESCRIPTION>. Reçete ve diğer sağlık verilerinize e-Nabız(www.enabiz.gov.tr) üzerinden ulaşabilirsiniz. Geçmiş olsun. B030,ham,personal,213.0,22.0,1.0,0.0,0.051643192488262914,0.20187793427230047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Seçeneklerde bu vardı knkkk,ham,personal,27.0,4.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"4750 teslim kodlu gönderiniz dağıtıma çıkmıştır. Takip no 275389927155, Gönderici TEMU, Sipariş no BG-2407305BF98090P4 Detay: http://mn.tc/AF3Z24X B016",ham,personal,151.0,17.0,1.0,0.0,0.23178807947019867,0.11920529801324503,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
46528 ile bir Steam Kimlik Doğrulayıcısını eklemeyi onaylayın B043,ham,personal,66.0,9.0,0.0,0.0,0.12121212121212122,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kartiniz telefon/posta ile alisverise kapali oldugundan isleminiz gerceklestirilemedi.Alisverise acmak icin MOTO ve kartin son 6 hanesini yazip 3340'a gonderin. B001,ham,personal,165.0,20.0,0.0,0.0,0.048484848484848485,0.04242424242424243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dcde ol birazdan canını almıym,ham,personal,30.0,5.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamam bu seferlik öyle olsun,ham,personal,28.0,5.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kızla ayrılıyorum knk aile yanında,ham,personal,34.0,5.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
konusup cozersiniz kanka ilk sonucta,ham,personal,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sürpriz hediyeler, eğitimler ve daha fazlası TEGEP Ideathon'da! Hemen başvur: https://shorturl.at/ckrkI CODERSPACE SMS Red: https://onay.li/DX47 B021",spam,personal,149.0,16.0,2.0,1.0,0.03355704697986577,0.174496644295302,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Anladım kokareç <PERSON> ne dersin.,ham,personal,35.0,5.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SIFRENIZI PAYLASMAYINIZ. 3D SECURE SIFRENIZ 004400 ILE 79,90 TRY, TRENDYOL.COM ALISVERISINIZE DEVAM EDEBILIRSINIZ. B001",ham,personal,119.0,14.0,0.0,0.0,0.11764705882352941,0.7310924369747899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mesaj formati hatalidir. Lutfen mesaj icerigini kontrol edip tekrar deneyiniz. B002,ham,personal,83.0,11.0,0.0,0.0,0.03614457831325301,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4724 ile biten PARACARD BONUS TRINK kartiniz olusturuldu. Sifrenizi BonusFlas, Garanti BBVA Mobil/Internet/ATM veya 444 0 333 Musteri Iletisim Merkezi'nden alabilirsiniz. B001",ham,personal,175.0,22.0,0.0,0.0,0.08,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Dijital Sifreniz 335602. Guvenliginiz icin Dijital Sifrenizi banka personeli dahil kimse ile paylasmayiniz B001,ham,personal,111.0,14.0,0.0,0.0,0.08108108108108109,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"S24IDVM1N PNR numaralı biletiniz <PERSON> 460,00 TL değerinde ve 19/11/2024 23:59:59 son kullanma tarihli A24972C4D numaralı açık bilet kuponu üretilmiştir. B002",ham,personal,161.0,21.0,0.0,0.0,0.19254658385093168,0.13043478260869565,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Degerli <PERSON>, <PERSON> <PERSON> Havuz ve Spor Tesisi'mizde bugün gerceklesecek olan bakim calismasi sebebiyle tesisimiz 14:30'dan sonra hizmete kapali olacaktir. Anlayisiniz icin tesekkür ederiz. B002",ham,personal,204.0,25.0,0.0,0.0,0.03431372549019608,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Siz de eSIM’e gecin, her ay Sil Supur'den haftalik 10GB hediyesini kacirmayin. Turk Telekom bayi ve ofislerimizden SIM kartinizi eSIM ile degistirerek bu firsattan yararlanmaya baslayabilirsiniz! TT Mobil tanitim iptali icin IPT yazip 7672'ye gonderebilirsiniz. B001",ham,personal,266.0,36.0,0.0,0.0,0.03383458646616541,0.08646616541353383,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
Tebrikler! 777 TL kazandiniz! Hemen kayit ol ve bedava bonusunu uyelik esnasinda otomatik al! Detaylar: https://cutt.ly/peWwRuNE,spam,personal,128.0,16.0,1.0,1.0,0.0234375,0.0703125,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0
Sn.B.l.NA.N.CE-TR Kullanicisi 'MASAK' Denetim Kurulu Tarafindan islemleriniz durdurulmustur.Aktivasyon icin; https://fre.to/connections-verifty,spam,personal,143.0,10.0,1.0,0.0,0.0,0.13286713286713286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olm insan dg unutur mu la,ham,personal,25.0,6.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mobil tarifenize tanimli, 10/09/2024 tarihine kadar yurt icinde gecerli 20480 MB GB cepten internet hakkinizdan 4096 MB MB kaldi. Son 2 saatlik kullanimlariniz harictir. 20480 MB GBa ulastiginizda baska kampanya ya da paketten internet hakkiniz yoksa kullanimlariniz 50TL/100MB ile ucretlendirilir. 100MBlar en fazla 6 kez tanimlanir. B001",ham,personal,339.0,47.0,0.0,0.0,0.10324483775811209,0.061946902654867256,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Sayın <PERSON> 23/08/2024 tarihinde İSTANBUL ŞİŞLİ 014 NOLU AİLE HEKİMLİĞİ BİRİMİ'nde yazılan reçete numaranız: <PRESCRIPTION>. Reçete ve diğer sağlık verilerinize e-Nabız(www.enabiz.gov.tr) üzerinden ulaşabilirsiniz. Geçmiş olsun. B030,ham,personal,236.0,26.0,1.0,0.0,0.059322033898305086,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.000 TL'YE VARAN TOPLAM INDIRIM KAZANDIN! Arac kiralama ve otelde gecerli firsati kacirma. Uygulama uzerinden NPC6KXFVRH koduyla indirimi yakalamak icin uygulamayi indir. App -> https://obilet.co/1Db3BB Detayli bilgi icin https://obilet.co/ypmc2o SMS RET: OBRET->3618 MERSIS:0632048143400049 B002,spam,personal,298.0,34.0,2.0,1.0,0.10738255033557047,0.21476510067114093,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0
Dogum Gunun kutlu olsun! Colin's'ten sana ozel tum urunlerde gecerli %10 INDIRIM hediyemiz 1 hafta boyunca tum magazalar ve www.colins.com'da seni bekliyor! Bilgi icin: http://bit.ly/Sen_Mutlu_ol ve 4445326 SMS Ret: COLINS yaz 4607'ye gonder. M No: 0211005895900011 B040,spam,personal,270.0,37.0,2.0,1.0,0.12222222222222222,0.0962962962962963,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0
Para cikisi-Sayin <PERSON> 08.09.2024 tarihinde saat 20:46 de 4500.00 TL FAST EFT islemi yapilmistir. Islem size ait degilse 444 0 444'u arayiniz. B002,ham,personal,151.0,23.0,0.0,0.0,0.18543046357615894,0.12582781456953643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2135 ile biten asil kartiniza ait Musteri Iletisim Merkezi araciligi ile yapmis oldugunuz sifre belirleme isleminiz basari ile tamamlanmistir. B001,ham,personal,147.0,20.0,0.0,0.0,0.047619047619047616,0.027210884353741496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Itemsatis.com - 1127.05 TL tutarli alisverisinizde Kimlik Dogrulama icin gonderilen bu sifreyi kimseyle paylasmayin. Sifre TR7394 'dir. B186,ham,personal,140.0,18.0,0.0,0.0,0.09285714285714286,0.06428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bilmiyorum knki konu dgsini unutması deil zaten genel ilişkisel problem bakalım bi,ham,personal,82.0,12.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BILET BILGILERINIZ :REF: 85270900 ETKINLIK: 27 Temmuz | Yerebatan Sarnici | The Basilica Cistern TARIH: 27/07/2024 09:00 MEKAN: Yerebatan Sarnici | The Basilica Cistern TRIBUN: - BLOK: TAM SIRA: - KOLTUK: - KAPI: Yerli Biletinizi https://ticketingweb.passo.com.tr/p/9365lgzh70CdWEAF1VXm2w adresinden indirebilirsiniz. Mersis Nr.: 0225013653700015 Hizmet saglayici: CODEC B002,ham,personal,375.0,45.0,1.0,0.0,0.13066666666666665,0.25066666666666665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
bi sebebi varsa ok yani,ham,personal,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Değerli Kamil Koç yolcumuz. 16.08.2024 tarihine bilet almış olduğunuz Ankara-Bursa seferiniz 20 dk. rötarlı olarak hareket edecektir. Yol açtığımız herhangi bir sorundan dolayı özür dileriz. B078,ham,personal,195.0,26.0,0.0,0.0,0.06666666666666667,0.035897435897435895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
354551544639655 IMEI Numarali cihaz kayit disidir ve 60 gunluk kullanim hakki kalmistir. Lutfen satin aldiginiz yere basvurunuz. B001,ham,personal,133.0,18.0,0.0,0.0,0.15037593984962405,0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MUSCLE BALANCE NUTRITION 2 KG CIKOLATA AROMALI WHEY COMPLEX MB20 KODU ILE KARGO DAHIL 759TL. SKT:05/2025!! https://musclebalance.com.tr/whey-complex-2kg-60-servisMUSCLEBLNCE RET yazip 7889 gonderin. B186,spam,personal,203.0,22.0,1.0,0.0,0.10837438423645321,0.43842364532019706,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
Sen de öylee zor zamanımda yanımda oldun yerin ayrı benim <PERSON> de bi de sandalyem olduğu <PERSON> sende asla unutmam seni ztn hahsjd,ham,personal,136.0,23.0,0.0,0.0,0.0,0.09558823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUSCLE BALANCE NUTRITIONDA LANSMANA OZEL VISNE AROMALI AMINO ASIT SERISI SINIRLI SAYIDA STOK VE MB20 KODU ILE %50 INDIRIMLI SEKILDE STOKTA; https://musclebalance.com.tr/index.php?route=product/category&path=59MUSCLEBLNCE RET yazip 7889 gonderin. B186,spam,personal,250.0,27.0,1.0,0.0,0.052,0.512,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
